phase,split,eval_idx,global_step,tokens_seen,loss,attention_type,positional_mode,drop_positions_tokens,hidden_size,n_layers,head_size,seed,acc,f1,mcc
protein,valid_short,9,10000,396143532,2.5078125,dual_triangle,rotary,-1,768,12,128,11,0.22970166641341236,0.22970166641341236,0.1711523143641742
protein,valid_long,9,10000,396143532,2.546875,dual_triangle,rotary,-1,768,12,128,11,0.2212402883918467,0.2212402883918467,0.1629240710096507
protein,train,10,11000,435778347,2.53103125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,10,11000,435778347,2.5078125,dual_triangle,rotary,-1,768,12,128,11,0.23510734804959177,0.23510734804959177,0.17880802235978827
protein,valid_long,10,11000,435778347,2.5390625,dual_triangle,rotary,-1,768,12,128,11,0.2230936708216091,0.2230936708216091,0.16521016280246884
protein,train,11,12000,475451418,2.5268125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,11,12000,475451418,2.5078125,dual_triangle,rotary,-1,768,12,128,11,0.23109436268269085,0.23109436268269085,0.17275402425922232
protein,valid_long,11,12000,475451418,2.5390625,dual_triangle,rotary,-1,768,12,128,11,0.22578309580062494,0.22578309580062494,0.1670567262778834
protein,train,12,13000,515055043,2.52421875,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,12,13000,515055043,2.5078125,dual_triangle,rotary,-1,768,12,128,11,0.23913154273482493,0.23913154273482493,0.18252295837982277
protein,valid_long,12,13000,515055043,2.53125,dual_triangle,rotary,-1,768,12,128,11,0.22462763454126866,0.22462763454126866,0.16577252869023312
protein,train,13,14000,554698855,2.52025,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,13,14000,554698855,2.5,dual_triangle,rotary,-1,768,12,128,11,0.24037582529202642,0.24037582529202642,0.18402699529599453
protein,valid_long,13,14000,554698855,2.5390625,dual_triangle,rotary,-1,768,12,128,11,0.22315861509606125,0.22315861509606125,0.1637783482392268
protein,train,14,15000,594251982,2.517609375,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,14,15000,594251982,2.4921875,dual_triangle,rotary,-1,768,12,128,11,0.23752203475195166,0.23752203475195166,0.18036802026970733
protein,valid_long,14,15000,594251982,2.5390625,dual_triangle,rotary,-1,768,12,128,11,0.22472539361309454,0.22472539361309454,0.16584468581388825
protein,train,15,16000,633868779,2.512453125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,15,16000,633868779,2.484375,dual_triangle,rotary,-1,768,12,128,11,0.24167052886348422,0.24167052886348422,0.1846766309137931
protein,valid_long,15,16000,633868779,2.5234375,dual_triangle,rotary,-1,768,12,128,11,0.22789971040999848,0.22789971040999848,0.1686555153335491
protein,train,16,17000,673525684,2.51078125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,16,17000,673525684,2.4765625,dual_triangle,rotary,-1,768,12,128,11,0.2458204959846457,0.2458204959846457,0.19006365017883117
protein,valid_long,16,17000,673525684,2.515625,dual_triangle,rotary,-1,768,12,128,11,0.2337697102576196,0.2337697102576196,0.17513937277046954
protein,train,17,18000,713212112,2.507453125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,17,18000,713212112,2.4921875,dual_triangle,rotary,-1,768,12,128,11,0.23627287853577372,0.23627287853577372,0.17956212132159932
protein,valid_long,17,18000,713212112,2.53125,dual_triangle,rotary,-1,768,12,128,11,0.23043428730554535,0.23043428730554535,0.17247295733759424
protein,train,18,19000,752794869,2.5059375,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,18,19000,752794869,2.4765625,dual_triangle,rotary,-1,768,12,128,11,0.24332643689761316,0.24332643689761316,0.1875709392457827
protein,valid_long,18,19000,752794869,2.5234375,dual_triangle,rotary,-1,768,12,128,11,0.23118177323038303,0.23118177323038303,0.17381224527564595
protein,train,19,20000,792399283,2.50328125,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,19,20000,792399283,2.46875,dual_triangle,rotary,-1,768,12,128,11,0.24699160683587826,0.24699160683587826,0.1913695075310719
protein,valid_long,19,20000,792399283,2.515625,dual_triangle,rotary,-1,768,12,128,11,0.23056591843186847,0.23056591843186847,0.1727164241400541
protein,train,20,21000,832042000,2.499890625,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,20,21000,832042000,2.46875,dual_triangle,rotary,-1,768,12,128,11,0.24291683652670198,0.24291683652670198,0.1861681104874164
protein,valid_long,20,21000,832042000,2.5234375,dual_triangle,rotary,-1,768,12,128,11,0.23019256958851456,0.23019256958851456,0.17213772161691004
protein,train,21,22000,871698306,2.498640625,dual_triangle,rotary,-1,768,12,128,11,,,
protein,valid_short,21,22000,871698306,2.4765625,dual_triangle,rotary,-1,768,12,128,11,0.24469268095430652,0.24469268095430652,0.1876704526134188
