"Step","s33_dual_triangle_rotary_drop-1 - train/loss","s33_dual_triangle_rotary_drop-1 - train/loss__MIN","s33_dual_triangle_rotary_drop-1 - train/loss__MAX","s33_dual_triangle_rotary_drop700000000 - train/loss","s33_dual_triangle_rotary_drop700000000 - train/loss__MIN","s33_dual_triangle_rotary_drop700000000 - train/loss__MAX","s33_dual_triangle_none_drop-1 - train/loss","s33_dual_triangle_none_drop-1 - train/loss__MIN","s33_dual_triangle_none_drop-1 - train/loss__MAX","s33_causal_rotary_drop-1 - train/loss","s33_causal_rotary_drop-1 - train/loss__MIN","s33_causal_rotary_drop-1 - train/loss__MAX","s33_causal_rotary_drop700000000 - train/loss","s33_causal_rotary_drop700000000 - train/loss__MIN","s33_causal_rotary_drop700000000 - train/loss__MAX","s33_causal_none_drop-1 - train/loss","s33_causal_none_drop-1 - train/loss__MIN","s33_causal_none_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop-1 - train/loss","s33_bidirectional_rotary_drop-1 - train/loss__MIN","s33_bidirectional_rotary_drop-1 - train/loss__MAX","s33_bidirectional_rotary_drop700000000 - train/loss","s33_bidirectional_rotary_drop700000000 - train/loss__MIN","s33_bidirectional_rotary_drop700000000 - train/loss__MAX","s33_bidirectional_none_drop-1 - train/loss","s33_bidirectional_none_drop-1 - train/loss__MIN","s33_bidirectional_none_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop-1 - train/loss","s22_dual_triangle_rotary_drop-1 - train/loss__MIN","s22_dual_triangle_rotary_drop-1 - train/loss__MAX","s22_dual_triangle_rotary_drop700000000 - train/loss","s22_dual_triangle_rotary_drop700000000 - train/loss__MIN","s22_dual_triangle_rotary_drop700000000 - train/loss__MAX","s22_dual_triangle_none_drop-1 - train/loss","s22_dual_triangle_none_drop-1 - train/loss__MIN","s22_dual_triangle_none_drop-1 - train/loss__MAX","s22_causal_rotary_drop-1 - train/loss","s22_causal_rotary_drop-1 - train/loss__MIN","s22_causal_rotary_drop-1 - train/loss__MAX","s22_causal_rotary_drop700000000 - train/loss","s22_causal_rotary_drop700000000 - train/loss__MIN","s22_causal_rotary_drop700000000 - train/loss__MAX","s22_causal_none_drop-1 - train/loss","s22_causal_none_drop-1 - train/loss__MIN","s22_causal_none_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop-1 - train/loss","s22_bidirectional_rotary_drop-1 - train/loss__MIN","s22_bidirectional_rotary_drop-1 - train/loss__MAX","s22_bidirectional_rotary_drop700000000 - train/loss","s22_bidirectional_rotary_drop700000000 - train/loss__MIN","s22_bidirectional_rotary_drop700000000 - train/loss__MAX","s22_bidirectional_none_drop-1 - train/loss","s22_bidirectional_none_drop-1 - train/loss__MIN","s22_bidirectional_none_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop-1 - train/loss","s11_dual_triangle_rotary_drop-1 - train/loss__MIN","s11_dual_triangle_rotary_drop-1 - train/loss__MAX","s11_dual_triangle_rotary_drop700000000 - train/loss","s11_dual_triangle_rotary_drop700000000 - train/loss__MIN","s11_dual_triangle_rotary_drop700000000 - train/loss__MAX","s11_dual_triangle_none_drop-1 - train/loss","s11_dual_triangle_none_drop-1 - train/loss__MIN","s11_dual_triangle_none_drop-1 - train/loss__MAX","s11_causal_rotary_drop-1 - train/loss","s11_causal_rotary_drop-1 - train/loss__MIN","s11_causal_rotary_drop-1 - train/loss__MAX","s11_causal_rotary_drop700000000 - train/loss","s11_causal_rotary_drop700000000 - train/loss__MIN","s11_causal_rotary_drop700000000 - train/loss__MAX","s11_causal_none_drop-1 - train/loss","s11_causal_none_drop-1 - train/loss__MIN","s11_causal_none_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop-1 - train/loss","s11_bidirectional_rotary_drop-1 - train/loss__MIN","s11_bidirectional_rotary_drop-1 - train/loss__MAX","s11_bidirectional_rotary_drop700000000 - train/loss","s11_bidirectional_rotary_drop700000000 - train/loss__MIN","s11_bidirectional_rotary_drop700000000 - train/loss__MAX","s11_bidirectional_none_drop-1 - train/loss","s11_bidirectional_none_drop-1 - train/loss__MIN","s11_bidirectional_none_drop-1 - train/loss__MAX"
"20000","2.503515625","2.503515625","2.503515625","2.56946875","2.56946875","2.56946875","2.538703125","2.538703125","2.538703125","2.583","2.583","2.583","2.612765625","2.612765625","2.612765625","2.603140625","2.603140625","2.603140625","2.506625","2.506625","2.506625","2.63475","2.63475","2.63475","2.633875","2.633875","2.633875","2.501828125","2.501828125","2.501828125","2.569015625","2.569015625","2.569015625","2.537359375","2.537359375","2.537359375","2.583296875","2.583296875","2.583296875","2.612609375","2.612609375","2.612609375","2.60334375","2.60334375","2.60334375","2.502484375","2.502484375","2.502484375","2.63634375","2.63634375","2.63634375","2.6351875","2.6351875","2.6351875","2.50328125","2.50328125","2.50328125","2.5686875","2.5686875","2.5686875","2.536859375","2.536859375","2.536859375","2.58296875","2.58296875","2.58296875","2.61296875","2.61296875","2.61296875","2.603296875","2.603296875","2.603296875","2.5063125","2.5063125","2.5063125","2.63534375","2.63534375","2.63534375","2.634375","2.634375","2.634375"
"20100","2.50265625","2.50265625","2.50265625","2.56484375","2.56484375","2.56484375","2.5378125","2.5378125","2.5378125","2.581875","2.581875","2.581875","2.61109375","2.61109375","2.61109375","2.60203125","2.60203125","2.60203125","2.50640625","2.50640625","2.50640625","2.6346875","2.6346875","2.6346875","2.63390625","2.63390625","2.63390625","2.49796875","2.49796875","2.49796875","2.5625","2.5625","2.5625","2.53296875","2.53296875","2.53296875","2.58125","2.58125","2.58125","2.610625","2.610625","2.610625","2.601875","2.601875","2.601875","2.50234375","2.50234375","2.50234375","2.63625","2.63625","2.63625","2.6353125","2.6353125","2.6353125","2.49890625","2.49890625","2.49890625","2.56046875","2.56046875","2.56046875","2.53203125","2.53203125","2.53203125","2.58015625","2.58015625","2.58015625","2.60859375","2.60859375","2.60859375","2.60078125","2.60078125","2.60078125","2.5028125","2.5028125","2.5028125","2.63265625","2.63265625","2.63265625","2.63203125","2.63203125","2.63203125"
"20200","2.50140625","2.50140625","2.50140625","2.56328125","2.56328125","2.56328125","2.5353125","2.5353125","2.5353125","2.58234375","2.58234375","2.58234375","2.6115625","2.6115625","2.6115625","2.60359375","2.60359375","2.60359375","2.5053125","2.5053125","2.5053125","2.63453125","2.63453125","2.63453125","2.63421875","2.63421875","2.63421875","2.49890625","2.49890625","2.49890625","2.56296875","2.56296875","2.56296875","2.53515625","2.53515625","2.53515625","2.58171875","2.58171875","2.58171875","2.61015625","2.61015625","2.61015625","2.601875","2.601875","2.601875","2.4996875","2.4996875","2.4996875","2.6346875","2.6346875","2.6346875","2.63421875","2.63421875","2.63421875","2.50203125","2.50203125","2.50203125","2.5625","2.5625","2.5625","2.535","2.535","2.535","2.58421875","2.58421875","2.58421875","2.61140625","2.61140625","2.61140625","2.60328125","2.60328125","2.60328125","2.50453125","2.50453125","2.50453125","2.6340625","2.6340625","2.6340625","2.6328125","2.6328125","2.6328125"
"20300","2.501875","2.501875","2.501875","2.56234375","2.56234375","2.56234375","2.53578125","2.53578125","2.53578125","2.58390625","2.58390625","2.58390625","2.61125","2.61125","2.61125","2.60375","2.60375","2.60375","2.5034375","2.5034375","2.5034375","2.6340625","2.6340625","2.6340625","2.6334375","2.6334375","2.6334375","2.495625","2.495625","2.495625","2.5584375","2.5584375","2.5584375","2.53109375","2.53109375","2.53109375","2.581875","2.581875","2.581875","2.61140625","2.61140625","2.61140625","2.60203125","2.60203125","2.60203125","2.496875","2.496875","2.496875","2.633125","2.633125","2.633125","2.6328125","2.6328125","2.6328125","2.50078125","2.50078125","2.50078125","2.56171875","2.56171875","2.56171875","2.53421875","2.53421875","2.53421875","2.5834375","2.5834375","2.5834375","2.61140625","2.61140625","2.61140625","2.60328125","2.60328125","2.60328125","2.504375","2.504375","2.504375","2.6359375","2.6359375","2.6359375","2.63484375","2.63484375","2.63484375"
"20400","2.50171875","2.50171875","2.50171875","2.56296875","2.56296875","2.56296875","2.53703125","2.53703125","2.53703125","2.5815625","2.5815625","2.5815625","2.6096875","2.6096875","2.6096875","2.60203125","2.60203125","2.60203125","2.50484375","2.50484375","2.50484375","2.63421875","2.63421875","2.63421875","2.63328125","2.63328125","2.63328125","2.49828125","2.49828125","2.49828125","2.5621875","2.5621875","2.5621875","2.53359375","2.53359375","2.53359375","2.5796875","2.5796875","2.5796875","2.61015625","2.61015625","2.61015625","2.60171875","2.60171875","2.60171875","2.49890625","2.49890625","2.49890625","2.635","2.635","2.635","2.63390625","2.63390625","2.63390625","2.50140625","2.50140625","2.50140625","2.5596875","2.5596875","2.5596875","2.53296875","2.53296875","2.53296875","2.5803125","2.5803125","2.5803125","2.60859375","2.60859375","2.60859375","2.60046875","2.60046875","2.60046875","2.50109375","2.50109375","2.50109375","2.6334375","2.6334375","2.6334375","2.6328125","2.6328125","2.6328125"
"20500","2.504375","2.504375","2.504375","2.56328125","2.56328125","2.56328125","2.53734375","2.53734375","2.53734375","2.5846875","2.5846875","2.5846875","2.61265625","2.61265625","2.61265625","2.6046875","2.6046875","2.6046875","2.503125","2.503125","2.503125","2.63125","2.63125","2.63125","2.63078125","2.63078125","2.63078125","2.4984375","2.4984375","2.4984375","2.56078125","2.56078125","2.56078125","2.53421875","2.53421875","2.53421875","2.581875","2.581875","2.581875","2.60890625","2.60890625","2.60890625","2.6015625","2.6015625","2.6015625","2.5003125","2.5003125","2.5003125","2.63296875","2.63296875","2.63296875","2.63265625","2.63265625","2.63265625","2.5009375","2.5009375","2.5009375","2.56125","2.56125","2.56125","2.53453125","2.53453125","2.53453125","2.5825","2.5825","2.5825","2.61015625","2.61015625","2.61015625","2.60265625","2.60265625","2.60265625","2.50296875","2.50296875","2.50296875","2.63265625","2.63265625","2.63265625","2.63203125","2.63203125","2.63203125"
"20600","2.50265625","2.50265625","2.50265625","2.5621875","2.5621875","2.5621875","2.5359375","2.5359375","2.5359375","2.58296875","2.58296875","2.58296875","2.6103125","2.6103125","2.6103125","2.60328125","2.60328125","2.60328125","2.50296875","2.50296875","2.50296875","2.63328125","2.63328125","2.63328125","2.6325","2.6325","2.6325","2.49671875","2.49671875","2.49671875","2.55875","2.55875","2.55875","2.5321875","2.5321875","2.5321875","2.58078125","2.58078125","2.58078125","2.60828125","2.60828125","2.60828125","2.60140625","2.60140625","2.60140625","2.498125","2.498125","2.498125","2.635","2.635","2.635","2.634375","2.634375","2.634375","2.5","2.5","2.5","2.55953125","2.55953125","2.55953125","2.53359375","2.53359375","2.53359375","2.5821875","2.5821875","2.5821875","2.610625","2.610625","2.610625","2.60203125","2.60203125","2.60203125","2.5021875","2.5021875","2.5021875","2.63390625","2.63390625","2.63390625","2.633125","2.633125","2.633125"
"20700","2.4965625","2.4965625","2.4965625","2.55640625","2.55640625","2.55640625","2.531875","2.531875","2.531875","2.58125","2.58125","2.58125","2.609375","2.609375","2.609375","2.601875","2.601875","2.601875","2.50078125","2.50078125","2.50078125","2.631875","2.631875","2.631875","2.63109375","2.63109375","2.63109375","2.5015625","2.5015625","2.5015625","2.563125","2.563125","2.563125","2.53546875","2.53546875","2.53546875","2.58390625","2.58390625","2.58390625","2.61171875","2.61171875","2.61171875","2.60515625","2.60515625","2.60515625","2.4996875","2.4996875","2.4996875","2.63453125","2.63453125","2.63453125","2.63390625","2.63390625","2.63390625","2.4990625","2.4990625","2.4990625","2.5584375","2.5584375","2.5584375","2.5315625","2.5315625","2.5315625","2.58109375","2.58109375","2.58109375","2.60953125","2.60953125","2.60953125","2.60046875","2.60046875","2.60046875","2.50359375","2.50359375","2.50359375","2.63640625","2.63640625","2.63640625","2.63625","2.63625","2.63625"
"20800","2.5025","2.5025","2.5025","2.56078125","2.56078125","2.56078125","2.5359375","2.5359375","2.5359375","2.58296875","2.58296875","2.58296875","2.610625","2.610625","2.610625","2.6034375","2.6034375","2.6034375","2.505","2.505","2.505","2.63765625","2.63765625","2.63765625","2.63671875","2.63671875","2.63671875","2.500625","2.500625","2.500625","2.561875","2.561875","2.561875","2.53546875","2.53546875","2.53546875","2.58265625","2.58265625","2.58265625","2.61046875","2.61046875","2.61046875","2.6034375","2.6034375","2.6034375","2.49828125","2.49828125","2.49828125","2.63546875","2.63546875","2.63546875","2.63484375","2.63484375","2.63484375","2.5","2.5","2.5","2.55796875","2.55796875","2.55796875","2.5334375","2.5334375","2.5334375","2.58390625","2.58390625","2.58390625","2.61109375","2.61109375","2.61109375","2.60375","2.60375","2.60375","2.50203125","2.50203125","2.50203125","2.6346875","2.6346875","2.6346875","2.63390625","2.63390625","2.63390625"
"20900","2.4984375","2.4984375","2.4984375","2.5565625","2.5565625","2.5565625","2.5321875","2.5321875","2.5321875","2.5821875","2.5821875","2.5821875","2.609375","2.609375","2.609375","2.6015625","2.6015625","2.6015625","2.50484375","2.50484375","2.50484375","2.63484375","2.63484375","2.63484375","2.634375","2.634375","2.634375","2.498125","2.498125","2.498125","2.55875","2.55875","2.55875","2.53265625","2.53265625","2.53265625","2.57671875","2.57671875","2.57671875","2.60546875","2.60546875","2.60546875","2.59765625","2.59765625","2.59765625","2.4965625","2.4965625","2.4965625","2.6346875","2.6346875","2.6346875","2.63421875","2.63421875","2.63421875","2.4975","2.4975","2.4975","2.5559375","2.5559375","2.5559375","2.53046875","2.53046875","2.53046875","2.5796875","2.5796875","2.5796875","2.60828125","2.60828125","2.60828125","2.60078125","2.60078125","2.60078125","2.50265625","2.50265625","2.50265625","2.635","2.635","2.635","2.63390625","2.63390625","2.63390625"
"21000","2.500625","2.500625","2.500625","2.560578125","2.560578125","2.560578125","2.53484375","2.53484375","2.53484375","2.58246875","2.58246875","2.58246875","2.61040625","2.61040625","2.61040625","2.602765625","2.602765625","2.602765625","2.503671875","2.503671875","2.503671875","2.633921875","2.633921875","2.633921875","2.633234375","2.633234375","2.633234375","2.498171875","2.498171875","2.498171875","2.560625","2.560625","2.560625","2.53334375","2.53334375","2.53334375","2.580828125","2.580828125","2.580828125","2.609421875","2.609421875","2.609421875","2.601671875","2.601671875","2.601671875","2.498671875","2.498671875","2.498671875","2.63465625","2.63465625","2.63465625","2.634015625","2.634015625","2.634015625","2.499890625","2.499890625","2.499890625","2.55928125","2.55928125","2.55928125","2.532953125","2.532953125","2.532953125","2.58190625","2.58190625","2.58190625","2.60990625","2.60990625","2.60990625","2.601890625","2.601890625","2.601890625","2.502578125","2.502578125","2.502578125","2.634078125","2.634078125","2.634078125","2.63334375","2.63334375","2.63334375"
"21100","2.49984375","2.49984375","2.49984375","2.559375","2.559375","2.559375","2.533125","2.533125","2.533125","2.57984375","2.57984375","2.57984375","2.6084375","2.6084375","2.6084375","2.600625","2.600625","2.600625","2.50375","2.50375","2.50375","2.63671875","2.63671875","2.63671875","2.63640625","2.63640625","2.63640625","2.50078125","2.50078125","2.50078125","2.5609375","2.5609375","2.5609375","2.53328125","2.53328125","2.53328125","2.58","2.58","2.58","2.6084375","2.6084375","2.6084375","2.600625","2.600625","2.600625","2.495625","2.495625","2.495625","2.63328125","2.63328125","2.63328125","2.6325","2.6325","2.6325","2.50171875","2.50171875","2.50171875","2.55578125","2.55578125","2.55578125","2.53390625","2.53390625","2.53390625","2.57984375","2.57984375","2.57984375","2.60796875","2.60796875","2.60796875","2.6021875","2.6021875","2.6021875","2.50109375","2.50109375","2.50109375","2.63390625","2.63390625","2.63390625","2.63234375","2.63234375","2.63234375"
"21200","2.49984375","2.49984375","2.49984375","2.5575","2.5575","2.5575","2.53328125","2.53328125","2.53328125","2.58265625","2.58265625","2.58265625","2.61015625","2.61015625","2.61015625","2.6046875","2.6046875","2.6046875","2.50328125","2.50328125","2.50328125","2.63375","2.63375","2.63375","2.6334375","2.6334375","2.6334375","2.4978125","2.4978125","2.4978125","2.5578125","2.5578125","2.5578125","2.53265625","2.53265625","2.53265625","2.57859375","2.57859375","2.57859375","2.60640625","2.60640625","2.60640625","2.5984375","2.5984375","2.5984375","2.4971875","2.4971875","2.4971875","2.634375","2.634375","2.634375","2.63375","2.63375","2.63375","2.49796875","2.49796875","2.49796875","2.55421875","2.55421875","2.55421875","2.53125","2.53125","2.53125","2.5775","2.5775","2.5775","2.606875","2.606875","2.606875","2.60078125","2.60078125","2.60078125","2.498125","2.498125","2.498125","2.633125","2.633125","2.633125","2.63265625","2.63265625","2.63265625"
"21300","2.49984375","2.49984375","2.49984375","2.55703125","2.55703125","2.55703125","2.53296875","2.53296875","2.53296875","2.57890625","2.57890625","2.57890625","2.60625","2.60625","2.60625","2.59984375","2.59984375","2.59984375","2.50546875","2.50546875","2.50546875","2.6353125","2.6353125","2.6353125","2.63515625","2.63515625","2.63515625","2.49765625","2.49765625","2.49765625","2.55578125","2.55578125","2.55578125","2.531875","2.531875","2.531875","2.580625","2.580625","2.580625","2.60828125","2.60828125","2.60828125","2.60125","2.60125","2.60125","2.4946875","2.4946875","2.4946875","2.633125","2.633125","2.633125","2.63234375","2.63234375","2.63234375","2.49984375","2.49984375","2.49984375","2.55625","2.55625","2.55625","2.53140625","2.53140625","2.53140625","2.57890625","2.57890625","2.57890625","2.60796875","2.60796875","2.60796875","2.600625","2.600625","2.600625","2.5025","2.5025","2.5025","2.63625","2.63625","2.63625","2.63546875","2.63546875","2.63546875"
"21400","2.49828125","2.49828125","2.49828125","2.55640625","2.55640625","2.55640625","2.5328125","2.5328125","2.5328125","2.57859375","2.57859375","2.57859375","2.6059375","2.6059375","2.6059375","2.6","2.6","2.6","2.5028125","2.5028125","2.5028125","2.63421875","2.63421875","2.63421875","2.633125","2.633125","2.633125","2.49875","2.49875","2.49875","2.5590625","2.5590625","2.5590625","2.5340625","2.5340625","2.5340625","2.579375","2.579375","2.579375","2.60671875","2.60671875","2.60671875","2.60015625","2.60015625","2.60015625","2.49453125","2.49453125","2.49453125","2.6325","2.6325","2.6325","2.6321875","2.6321875","2.6321875","2.495","2.495","2.495","2.54890625","2.54890625","2.54890625","2.52671875","2.52671875","2.52671875","2.57828125","2.57828125","2.57828125","2.606875","2.606875","2.606875","2.60046875","2.60046875","2.60046875","2.4984375","2.4984375","2.4984375","2.6334375","2.6334375","2.6334375","2.63296875","2.63296875","2.63296875"
"21500","2.49921875","2.49921875","2.49921875","2.55640625","2.55640625","2.55640625","2.5346875","2.5346875","2.5346875","2.5809375","2.5809375","2.5809375","2.609375","2.609375","2.609375","2.60203125","2.60203125","2.60203125","2.50140625","2.50140625","2.50140625","2.6359375","2.6359375","2.6359375","2.635625","2.635625","2.635625","2.498125","2.498125","2.498125","2.5559375","2.5559375","2.5559375","2.531875","2.531875","2.531875","2.58234375","2.58234375","2.58234375","2.60796875","2.60796875","2.60796875","2.601875","2.601875","2.601875","2.49703125","2.49703125","2.49703125","2.6346875","2.6346875","2.6346875","2.6334375","2.6334375","2.6334375","2.4984375","2.4984375","2.4984375","2.5528125","2.5528125","2.5528125","2.5303125","2.5303125","2.5303125","2.5815625","2.5815625","2.5815625","2.61","2.61","2.61","2.60234375","2.60234375","2.60234375","2.50234375","2.50234375","2.50234375","2.63578125","2.63578125","2.63578125","2.63546875","2.63546875","2.63546875"
"21600","2.49765625","2.49765625","2.49765625","2.55375","2.55375","2.55375","2.5321875","2.5321875","2.5321875","2.5796875","2.5796875","2.5796875","2.6059375","2.6059375","2.6059375","2.6009375","2.6009375","2.6009375","2.50390625","2.50390625","2.50390625","2.63484375","2.63484375","2.63484375","2.63484375","2.63484375","2.63484375","2.49453125","2.49453125","2.49453125","2.55265625","2.55265625","2.55265625","2.52875","2.52875","2.52875","2.57953125","2.57953125","2.57953125","2.6078125","2.6078125","2.6078125","2.60046875","2.60046875","2.60046875","2.49671875","2.49671875","2.49671875","2.63390625","2.63390625","2.63390625","2.633125","2.633125","2.633125","2.49828125","2.49828125","2.49828125","2.5515625","2.5515625","2.5515625","2.53046875","2.53046875","2.53046875","2.58140625","2.58140625","2.58140625","2.60828125","2.60828125","2.60828125","2.60234375","2.60234375","2.60234375","2.5003125","2.5003125","2.5003125","2.63421875","2.63421875","2.63421875","2.6340625","2.6340625","2.6340625"
"21700","2.5015625","2.5015625","2.5015625","2.5559375","2.5559375","2.5559375","2.53546875","2.53546875","2.53546875","2.58296875","2.58296875","2.58296875","2.61","2.61","2.61","2.60359375","2.60359375","2.60359375","2.503125","2.503125","2.503125","2.634375","2.634375","2.634375","2.63375","2.63375","2.63375","2.49515625","2.49515625","2.49515625","2.5525","2.5525","2.5525","2.53015625","2.53015625","2.53015625","2.580625","2.580625","2.580625","2.60796875","2.60796875","2.60796875","2.60140625","2.60140625","2.60140625","2.49625","2.49625","2.49625","2.635","2.635","2.635","2.634375","2.634375","2.634375","2.4984375","2.4984375","2.4984375","2.55203125","2.55203125","2.55203125","2.53046875","2.53046875","2.53046875","2.5775","2.5775","2.5775","2.6059375","2.6059375","2.6059375","2.59875","2.59875","2.59875","2.5009375","2.5009375","2.5009375","2.635625","2.635625","2.635625","2.63484375","2.63484375","2.63484375"
"21800","2.499375","2.499375","2.499375","2.55515625","2.55515625","2.55515625","2.5328125","2.5328125","2.5328125","2.579375","2.579375","2.579375","2.6065625","2.6065625","2.6065625","2.60015625","2.60015625","2.60015625","2.5","2.5","2.5","2.63203125","2.63203125","2.63203125","2.6315625","2.6315625","2.6315625","2.49703125","2.49703125","2.49703125","2.55625","2.55625","2.55625","2.5315625","2.5315625","2.5315625","2.5771875","2.5771875","2.5771875","2.6046875","2.6046875","2.6046875","2.59953125","2.59953125","2.59953125","2.4925","2.4925","2.4925","2.63359375","2.63359375","2.63359375","2.63328125","2.63328125","2.63328125","2.49859375","2.49859375","2.49859375","2.55078125","2.55078125","2.55078125","2.52953125","2.52953125","2.52953125","2.58046875","2.58046875","2.58046875","2.60734375","2.60734375","2.60734375","2.60125","2.60125","2.60125","2.5003125","2.5003125","2.5003125","2.63375","2.63375","2.63375","2.6334375","2.6334375","2.6334375"
"21900","2.4984375","2.4984375","2.4984375","2.5528125","2.5528125","2.5528125","2.5315625","2.5315625","2.5315625","2.5803125","2.5803125","2.5803125","2.606875","2.606875","2.606875","2.6003125","2.6003125","2.6003125","2.50296875","2.50296875","2.50296875","2.635625","2.635625","2.635625","2.635","2.635","2.635","2.49546875","2.49546875","2.49546875","2.55328125","2.55328125","2.55328125","2.528125","2.528125","2.528125","2.58","2.58","2.58","2.60765625","2.60765625","2.60765625","2.601875","2.601875","2.601875","2.49578125","2.49578125","2.49578125","2.63515625","2.63515625","2.63515625","2.6340625","2.6340625","2.6340625","2.49796875","2.49796875","2.49796875","2.5484375","2.5484375","2.5484375","2.5290625","2.5290625","2.5290625","2.5825","2.5825","2.5825","2.60953125","2.60953125","2.60953125","2.603125","2.603125","2.603125","2.49890625","2.49890625","2.49890625","2.63390625","2.63390625","2.63390625","2.63359375","2.63359375","2.63359375"
"22000","2.499390625","2.499390625","2.499390625","2.55596875","2.55596875","2.55596875","2.53328125","2.53328125","2.53328125","2.5804375","2.5804375","2.5804375","2.607796875","2.607796875","2.607796875","2.60146875","2.60146875","2.60146875","2.502828125","2.502828125","2.502828125","2.634640625","2.634640625","2.634640625","2.634234375","2.634234375","2.634234375","2.4975","2.4975","2.4975","2.556","2.556","2.556","2.531578125","2.531578125","2.531578125","2.579953125","2.579953125","2.579953125","2.60740625","2.60740625","2.60740625","2.60078125","2.60078125","2.60078125","2.496046875","2.496046875","2.496046875","2.6343125","2.6343125","2.6343125","2.63359375","2.63359375","2.63359375","2.498640625","2.498640625","2.498640625","2.552015625","2.552015625","2.552015625","2.530265625","2.530265625","2.530265625","2.580171875","2.580171875","2.580171875","2.608015625","2.608015625","2.608015625","2.60153125","2.60153125","2.60153125","2.5005","2.5005","2.5005","2.634375","2.634375","2.634375","2.63384375","2.63384375","2.63384375"
"22100","2.4959375","2.4959375","2.4959375","2.5528125","2.5528125","2.5528125","2.530625","2.530625","2.530625","2.578125","2.578125","2.578125","2.60671875","2.60671875","2.60671875","2.59984375","2.59984375","2.59984375","2.50359375","2.50359375","2.50359375","2.6384375","2.6384375","2.6384375","2.63765625","2.63765625","2.63765625","2.49453125","2.49453125","2.49453125","2.5509375","2.5509375","2.5509375","2.52703125","2.52703125","2.52703125","2.57953125","2.57953125","2.57953125","2.60453125","2.60453125","2.60453125","2.6003125","2.6003125","2.6003125","2.495","2.495","2.495","2.63453125","2.63453125","2.63453125","2.63375","2.63375","2.63375","2.49796875","2.49796875","2.49796875","2.5490625","2.5490625","2.5490625","2.530625","2.530625","2.530625","2.58265625","2.58265625","2.58265625","2.6096875","2.6096875","2.6096875","2.6025","2.6025","2.6025","2.50046875","2.50046875","2.50046875","2.63515625","2.63515625","2.63515625","2.6346875","2.6346875","2.6346875"
"22200","2.49765625","2.49765625","2.49765625","2.55203125","2.55203125","2.55203125","2.53171875","2.53171875","2.53171875","2.58109375","2.58109375","2.58109375","2.608125","2.608125","2.608125","2.60265625","2.60265625","2.60265625","2.4990625","2.4990625","2.4990625","2.6346875","2.6346875","2.6346875","2.634375","2.634375","2.634375","2.49484375","2.49484375","2.49484375","2.5521875","2.5521875","2.5521875","2.52890625","2.52890625","2.52890625","2.57859375","2.57859375","2.57859375","2.60609375","2.60609375","2.60609375","2.6003125","2.6003125","2.6003125","2.493125","2.493125","2.493125","2.633125","2.633125","2.633125","2.63265625","2.63265625","2.63265625","2.4971875","2.4971875","2.4971875","2.54828125","2.54828125","2.54828125","2.52765625","2.52765625","2.52765625","2.57875","2.57875","2.57875","2.60640625","2.60640625","2.60640625","2.6003125","2.6003125","2.6003125","2.49671875","2.49671875","2.49671875","2.633125","2.633125","2.633125","2.6325","2.6325","2.6325"
"22300","2.499375","2.499375","2.499375","2.5525","2.5525","2.5525","2.53203125","2.53203125","2.53203125","2.58046875","2.58046875","2.58046875","2.60734375","2.60734375","2.60734375","2.60109375","2.60109375","2.60109375","2.500625","2.500625","2.500625","2.63453125","2.63453125","2.63453125","2.63453125","2.63453125","2.63453125","2.4965625","2.4965625","2.4965625","2.55265625","2.55265625","2.55265625","2.52921875","2.52921875","2.52921875","2.57984375","2.57984375","2.57984375","2.60765625","2.60765625","2.60765625","2.60078125","2.60078125","2.60078125","2.49390625","2.49390625","2.49390625","2.6321875","2.6321875","2.6321875","2.63171875","2.63171875","2.63171875","2.50203125","2.50203125","2.50203125","2.5509375","2.5509375","2.5509375","2.533125","2.533125","2.533125","2.58078125","2.58078125","2.58078125","2.6084375","2.6084375","2.6084375","2.601875","2.601875","2.601875","2.5025","2.5025","2.5025","2.636875","2.636875","2.636875","2.6365625","2.6365625","2.6365625"
"22400","2.50078125","2.50078125","2.50078125","2.555","2.555","2.555","2.5340625","2.5340625","2.5340625","2.5784375","2.5784375","2.5784375","2.6046875","2.6046875","2.6046875","2.59984375","2.59984375","2.59984375","2.5015625","2.5015625","2.5015625","2.63546875","2.63546875","2.63546875","2.635","2.635","2.635","2.495","2.495","2.495","2.55046875","2.55046875","2.55046875","2.52828125","2.52828125","2.52828125","2.57734375","2.57734375","2.57734375","2.605625","2.605625","2.605625","2.6","2.6","2.6","2.49515625","2.49515625","2.49515625","2.6334375","2.6334375","2.6334375","2.63296875","2.63296875","2.63296875","2.494375","2.494375","2.494375","2.5446875","2.5446875","2.5446875","2.5259375","2.5259375","2.5259375","2.57890625","2.57890625","2.57890625","2.60765625","2.60765625","2.60765625","2.60109375","2.60109375","2.60109375","2.4971875","2.4971875","2.4971875","2.63140625","2.63140625","2.63140625","2.63140625","2.63140625","2.63140625"
